#APID R_ap N_stars N_bg Flag Best_method int_logAge_E int_logAge_p16 int_logAge_p84 int_logMass_E int_logMass_p16 int_logMass_p84 int_Av_E int_Av_p16 int_Av_p84 cmd_logAge_best cmd_logAge_p16 cmd_logAge_p84 cmd_logMass_best cmd_logMass_p16 cmd_logMass_p84 cmd_Av_best cmd_Av_p16 cmd_Av_p84 C11_Age_Gyr C11_logMass C11_E(B-V) C11_Z C11_SigmaZ 
            884            1.13            81.0            71.0             MAY               M   7.03559134544   6.90213293552   7.14967206612   2.56615240794   2.37972861769   2.76357785607  0.559349723763  0.447693509812  0.670208964863             7.4             6.9             7.4   2.70500630362   2.64924691614   2.71273513168            0.95            0.95            1.05             0.0             0.0             0.0             0.0             0.0
            887            1.48           151.0           107.0             MAY               M   8.50910821637   8.01744699714   9.13065257371   3.28838783174   3.06285922329     3.526078105  0.756375362704 0.0520705850431   1.53038454969             8.1             7.3             8.2   2.85231330986   2.77067272647   2.93689534429             0.9             0.9            1.35             0.0             0.0             0.0             0.0             0.0
            889            1.49           110.0            68.0             MAO               M   8.02484471583   6.84079097618   9.08798907074   3.17732256164    2.9510433681   3.43710658168   1.46941921908  0.432852407417   2.40617229251             9.1             9.1             9.1   3.59002758358   3.58888330277   3.70339064473             0.2             0.2             0.4             0.0             0.0             0.0             0.0             0.0
            890            1.84           270.0           245.0             MAY               M   8.78117653566   8.71110891458    8.8582019906   3.29034007576   3.21045855268   3.36699869892 0.0450322433658             0.0   0.13397575096             8.3             8.3             8.6   3.15974564727   3.13855537639   3.24206424205            0.55             0.3             0.7             0.0             0.0             0.0             0.0             0.0
            893            1.31           107.0            56.0               B               I   8.78214821057   8.31352782757   9.22227784383   3.26144152733   3.03768065198   3.50196849758  0.477771194743 0.0374811138573   1.01323010161             9.0             9.0             9.0   3.60802223122    3.5630401894    3.6543062289             0.2             0.2            0.35             0.0             0.0             0.0             0.0             0.0
            896            1.62           206.0           143.0              NS               I     10.06258311   9.96340380378   10.1826116658   4.14549522837   4.06250280881   4.23670506452 0.0865356435099             0.0  0.192255420083             8.9             8.9             9.0   3.77056558931   3.65445066608    3.8126253879             0.3            0.05             0.4             0.0             0.0             0.0             0.0             0.0
            897            1.52           177.0           112.0            NSIB               I   7.55125056446   7.41614270144    7.6837117701   3.33114162535   3.26605171974   3.39673931793  0.787665050975  0.650349362677  0.935761804475             8.9             8.7             8.9   3.58894639434   3.57681421507   3.61787005215             0.0             0.0             0.6             0.0             0.0             0.0             0.0             0.0
            898            1.63           180.0           113.0            NSMB               M    9.3802866855    9.2249193458   9.52728543803   3.53911998135   3.41572059209   3.65688420865 0.0872756434204             0.0  0.208335168509             8.8             8.8             8.8   3.60275998043     3.594850847   3.63288227018             0.3             0.3             0.4             0.0             0.0             0.0             0.0             0.0
            900            1.36            81.0            33.0            NSIB               I   9.01831610264   8.80585503838    9.2700780076   3.28150914243   3.10863370794   3.44276933122  0.352245210673 0.0271959403116  0.546973745259             8.1             7.9             8.1    3.0824929531    2.8952690293   3.09527648108             1.9            1.75             2.1             0.0             0.0             0.0             0.0             0.0
            901            2.23           208.0           257.0               O               O   9.19571595592   9.11700073206   9.28070544171   4.82063621161   4.76778186126   4.87385427469  0.197773713979 0.0929199133233  0.299589972102             9.4             9.4             9.4   4.51379955109   4.50313107497   4.51515874702             0.0             0.0             0.0             7.6             5.3            0.12            -0.9             0.1
            902            1.86           260.0           180.0               B               M   8.39604398859   8.31163173195   8.49856380902   3.37284657415   3.28016583104    3.4819799258  0.411100954267  0.176091849022  0.618359244908             8.1             8.0             8.1   3.60040321504   3.57644565517    3.6007903544            1.05            1.05            1.15             0.0             0.0             0.0             0.0             0.0
            903            2.35           145.0           498.0               O               O             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             8.2             8.2             9.4   3.24377469145   3.21332869169   4.18359153075            1.35             0.0            1.35            14.0             5.5            0.36            -1.6             0.3
            906            1.35            89.0            30.0             IAO               I   8.60074429823   7.73421121423   8.85689466414   3.41653862539   2.38258790243   3.71182962245  0.195795088362 0.0453754719729  0.330722499085             8.9             8.9             8.9   3.73147384711   3.67001986539   3.73230442205             0.6             0.4             0.6             0.0             0.0             0.0             0.0             0.0
            908             2.3           338.0           256.0             IAO               I   9.22965917995   8.84609761667   9.66890272399   3.91197392775   3.77283059728   4.08108430063  0.444763262923 0.0304687793314  0.868590723319             8.9             8.9             9.0   3.84155655763   3.84017201484   3.89253164221             0.3            0.25             0.4             0.0             0.0             0.0             0.0             0.0
            910            3.05           474.0           257.0               B               I    9.2007124135   9.08928879109   9.33600875047   3.85792430745   3.76647914542   3.96073714854  0.106133354489             0.0  0.224531193533             9.1             9.1             9.1   4.09401640682    4.0928572515   4.09427438364             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0
            911            1.32           109.0            62.0             IAO               I   8.17707414575   8.01820176833   8.34193294194   2.97479716862   2.83885018627   3.10590421066  0.565359174696  0.217869506936  0.909108138287             8.8             8.8             8.8   3.38313142807   3.34127856945   3.39883302631            0.15             0.0            0.25             0.0             0.0             0.0             0.0             0.0
            912             1.1            63.0            32.0              NS               I    8.1417557446   8.01160358834   8.25216020518   2.98727897937   2.84080943635   3.12936714355   1.34481296405    1.0591783851   1.64063765386             8.7             8.7             8.8   3.11607284323   3.06925289516   3.14360722166             0.5            0.15             0.5             0.0             0.0             0.0             0.0             0.0
            914            1.42           111.0            84.0               B               M   8.06967247081   8.00845459991   8.15920680496    3.1084612569   3.05466892429   3.16363617772  0.409513647826  0.220527178159   0.56258264928             7.8             7.8             8.0   3.05354158484   3.02554375274   3.07261926529             0.6            0.55            0.65             0.0             0.0             0.0             0.0             0.0
            915            1.71           235.0           154.0             IAO               I   8.39610297118   8.10459353076   8.76740633977   3.45466468617   3.24737981569   3.63465375526  0.861317894911 0.0989030428249   1.44469824552             9.0             9.0             9.0   3.74692981956    3.7053493428   3.83976065553             0.1            0.05             0.3             0.0             0.0             0.0             0.0             0.0
            918            1.86           136.0           116.0            NSIB               I   9.97815083936   9.92351521967   10.0327830873   4.47391974427   4.41611327697   4.53233144205 0.0434259397075             0.0  0.128280577845             8.1             8.0             8.1   3.96189749821   3.94659353833    3.9969220814             2.2             2.2            2.35             0.0             0.0             0.0             0.0             0.0
            919            1.38           164.0           140.0               B               M   8.26182898854    8.1456920926   8.38081444988   3.20554344154   3.08207446994   3.33754238513  0.378680271491 0.0971155754928  0.665691790618             8.1             8.1             8.1   3.29577182181     3.247555318   3.29579464521             0.8             0.7             0.8             0.0             0.0             0.0             0.0             0.0
            920            1.62           147.0           100.0            NSMB               M   7.56969821464   7.51855527931   7.59836519524   2.33753767566   2.30380545483   2.38144472069 0.0855282194011 0.0172682194011  0.162889441377             8.2             7.7             8.2   3.57851783247    3.5296126328   3.61261130228             1.6             1.6            2.05             0.0             0.0             0.0             0.0             0.0
            921            1.43           138.0           106.0             MAY               M    7.7912362774   7.71941618011   7.85890693036    3.4647410832   3.39078479954   3.53773286006   1.28494502979   1.14825076926   1.42351478436             8.3             8.3             8.3   3.08904919454    3.0701950647   3.12811002681            0.25             0.2            0.35             0.0             0.0             0.0             0.0             0.0
            923            1.56           170.0           113.0             IAO               I   9.38590305565   9.23399938453   9.54697107283   3.78150812463    3.7034874848   3.86371151093   0.20486848928 0.00858745212841  0.407470783649             9.0             9.0             9.0   3.80244058512    3.8022662843   3.87271915435             0.1             0.0            0.15             0.0             0.0             0.0             0.0             0.0
            925            1.65           190.0           144.0             MAY               M   6.94380803267   6.20161034337    7.7809373529   3.33095053263   2.97927544434    3.7121594117   1.23005211077  0.658326599464   1.67969309272             7.6             7.0             7.6   3.18275128535   3.13560630378   3.18275186923            0.95            0.95             1.1             0.0             0.0             0.0             0.0             0.0
            927            1.78           252.0           199.0             MAY               M   8.47083195272   8.34808149172   8.59864288188    3.2127809267   3.09136354275   3.33456226073  0.313443579457 0.0439988082583  0.588425149855             8.2             8.2             8.3   3.53019756301    3.5079095757   3.55445949407            1.25             1.2             1.3             0.0             0.0             0.0             0.0             0.0
            929            3.82           366.0           224.0               B               M   6.87864329938   6.74554698579   7.04092567681   3.37667828558   3.07103430362   3.69077903357  0.415428422048  0.326418556782  0.496356670493             6.6             6.6             6.9   3.23129041904   3.20247783295    3.2313485579             0.6             0.5             0.6             0.0             0.0             0.0             0.0             0.0
            930            1.31            59.0            83.0             IAO               I   9.92111609474   9.83359405444   10.0133113771   4.08612171618   4.01454333016   4.15144864047 0.0400725372932             0.0  0.121579270997             9.0             9.0             9.0   3.70413506429   3.65442889391   3.79418394599             0.2             0.1            0.25             0.0             0.0             0.0             0.0             0.0
            932            1.85           274.0           196.0               B               I   10.2451701264   10.2111038362           10.25   4.59238953877   4.53356981383   4.64791778159  0.449973957758  0.351036937774  0.549266654191            10.1             9.6            10.0   5.47656445389   4.76522608306   5.10115821578            0.25            0.25            0.65             0.0             0.0             0.0             0.0             0.0
            933            1.24            58.0            15.0               B               M   7.93521601977   7.82667508373   8.04571348131   3.01947674705   2.95430066067    3.0890836278  0.487647352181  0.347713060981  0.626606907595             7.7             7.2             7.9   3.00776817352   2.93564144079    3.0364895382             0.9            0.65             0.9             0.0             0.0             0.0             0.0             0.0
            935            1.37           126.0           101.0               B               M   8.34711416671   8.26350019745   8.43312231948   2.86348248462   2.75580488535   2.97979060228  0.156263557476 0.00316840948113  0.317053901159             8.0             7.8             8.3   2.95252834749   2.88281836473   2.97952624179            0.65             0.4             0.7             0.0             0.0             0.0             0.0             0.0
            937            1.23            47.0            29.0              NS               I   7.92357078811   7.72447858807   8.16749700076   2.46425840884   2.31234944826   2.61049328115  0.245308660601 0.0258497403644  0.488603903284             8.7             8.4             8.7   2.88655397502   2.82775162833   2.91509951017            0.25             0.2            0.75             0.0             0.0             0.0             0.0             0.0
            938            1.39           150.0           125.0               B               M   8.07511447016   7.90162452332   8.24358958148     3.405423334   3.24629247666   3.56437588147   1.25993368471  0.915794737017   1.62898303198             8.2             8.1             8.2   3.04017506911   3.00619127875   3.05307313187             0.7            0.65            0.75             0.0             0.0             0.0             0.0             0.0
            939            2.14           293.0           223.0             IAY               I   9.07868894175   8.96229869686   9.19979521221   3.70061712221   3.60784469733   3.79836862929  0.130302112026             0.0  0.267429826746             7.7             7.7             7.8    4.1060945425   4.10296149637   4.16271928147             3.0            2.95             3.0             0.0             0.0             0.0             0.0             0.0
            942            1.95           235.0           189.0               B               M   7.81736120386   7.58795541575   8.08576721427   2.72050835286   2.51473272311   2.91483805871  0.329703539637 0.0432833225825  0.642234818116             7.8             7.6             8.0   3.20414386734   3.17306876991   3.23203029408            0.75             0.7  0.829777333476             0.0             0.0             0.0             0.0             0.0
            945             2.1           330.0           251.0               B               I   8.99229793502   8.84175450535    9.1404651784   3.55340587287   3.43763334391   3.67723066465  0.137711762307 0.00293343325493  0.279514725286             8.8             8.8             8.8   3.65793345561    3.6293778392   3.65813297576            0.05             0.0             0.1             0.0             0.0             0.0             0.0             0.0
            946            1.85           119.0           253.0               O               O   9.95884113887   9.87071068908   10.0558285228   5.10882857326   5.06128995174   5.15677981974  0.231207200923  0.109326156983  0.355524033352             9.4             9.4             9.4   4.45186493481   4.45175225013   4.48674781553             0.0             0.0             0.0            14.0             5.3             0.3            -0.3             0.1
            948            1.73           189.0           125.0             MAY               M    8.3064119384   8.13389997476   8.35161321382   2.98495590123   2.87592276943   3.01979294326  0.142000914698 0.0101995300617  0.274836936679             7.9             7.8             8.1   3.47417058619   3.45891412346   3.51948565658            1.05             1.0            1.15             0.0             0.0             0.0             0.0             0.0
            950            1.49           177.0           117.0               B               M   8.52291005231   8.35750526721   8.65069838069   3.19957648695   3.13798313158   3.25858285853   0.23392279595 0.00535370493256  0.540058493704             8.3             7.7             8.3   3.45517760594   3.36798064796   3.45968200547             0.8            0.85            1.15             0.0             0.0             0.0             0.0             0.0
            951            2.02           293.0           242.0               B               M    8.2212927663   8.12084692396   8.38074336077   3.48112291203   3.39127214609     3.655623993  0.731679410201  0.492349589336   0.96781458785             8.3             8.3             8.3   3.43613375666   3.43581685749   3.46514632982            0.65            0.65             0.7             0.0             0.0             0.0             0.0             0.0
            954             1.8           260.0           167.0              NS               I   8.33040514599   8.11951426182   8.59334812595   3.46615465505   3.31916053487   3.61300308997  0.769862648857  0.186427521892   1.19195385864             8.9             8.8             8.9   3.93540799903   3.89337790937   3.97356241697            0.45            0.45            0.75             0.0             0.0             0.0             0.0             0.0
            955             2.6           427.0           365.0             MAY               M   7.41483580943   7.36819370089   7.61269791279   3.84250591717   3.72864020896   3.96548786032  0.454593239819  0.186368614973  0.595625615684             6.6             6.6             7.0   3.45666298697   3.42958863129   3.48213260878             1.4             1.3             1.4             0.0             0.0             0.0             0.0             0.0
            956             2.2           355.0           232.0               B               I   8.99476775353   8.91325441555   9.10047514799   3.57415731706   3.49057626392    3.6573545919 0.0925241126464             0.0  0.182809646068             9.1             9.1             9.1    4.1565379946   4.11244322411    4.1807420346             0.2            0.15            0.25             0.0             0.0             0.0             0.0             0.0
            957            1.66           197.0           152.0               B               I   8.88783053929   8.81259057872   8.95934706886   3.17482360595   3.09656838451   3.25065516517  0.016125099306             0.0 0.0843063747019             8.9             8.8             8.9   3.51299899769   3.43215895601   3.54758852279             0.3            0.25            0.55             0.0             0.0             0.0             0.0             0.0
            958            2.29           300.0           195.0              NS               I   8.19493356601    7.6035622254   8.44981610933    3.4782499275   3.01050021161   3.77563933733   1.23411705918  0.682223537544   1.70653707414             9.1             9.0             9.1   4.08331053974   4.01450531817   4.09601753027            0.55             0.5             0.7             0.0             0.0             0.0             0.0             0.0
            959            1.61            87.0            37.0               B               M   8.29244250153   8.22620027485   8.34919868146   3.54189722269   3.46468527278   3.63021044768  0.574079351324  0.417821910671  0.751460157095             8.1             8.1             8.1   3.18054653282   3.18041704797    3.2003912964             0.5             0.5            0.55             0.0             0.0             0.0             0.0             0.0
            960            1.34            96.0            52.0             MAY               M   9.42772552361   9.31625461969   9.54974262374    3.5486043019   3.45612953806   3.63915945832 0.0620988999245             0.0  0.162546130044             8.3             8.3             8.5   3.15951540945   3.08464171537   3.18023289696             0.9             0.7             1.0             0.0             0.0             0.0             0.0             0.0
            961             1.7           187.0           113.0               B               I   9.10086982316   8.17225185323   9.58823441262   3.83764183204   3.70615728975   3.95969199855  0.596600330274  0.030615555714   1.72631758015             9.2             9.2             9.2   4.16342133999   4.08603294432   4.20181768753            0.25             0.2             0.3             0.0             0.0             0.0             0.0             0.0
            964            1.28           132.0            81.0             MAY               M   8.88816501314    8.8350465233   8.94049060819   3.13456603148   3.05759459284   3.21179751529 0.0568840172709             0.0  0.156406990453             8.3             8.2             8.5   3.26667232465    3.2477515269   3.42388200842            1.15            0.95             1.3             0.0             0.0             0.0             0.0             0.0
            966            1.77           200.0           102.0             IAO               I   9.00763904824   8.20968587543   9.60258066826   3.88457445721    3.7339534448   4.03681713159  0.972776228561  0.303440689927   1.91873466746             9.1             9.1             9.1   3.90240594868   3.84243127445   3.92567992958            0.15             0.1            0.25             0.0             0.0             0.0             0.0             0.0
            970            1.41            91.0            58.0            NSMB               M   8.41374119959   8.33038614519   8.49311483361   2.46734658774   2.32052411226   2.60852157697  0.130958012815             0.0  0.283768428696             8.9             8.8             8.9    3.1886072535   3.15220052442   3.22341018817             0.0             0.0             0.2             0.0             0.0             0.0             0.0             0.0
            972            1.48           159.0           100.0             MAY               M   9.56130301951   9.04754503619   9.97554139086   3.82708264656   3.65517145141    4.0008426282  0.361180962865 0.00989005193026  0.825886487649             8.5             8.4             8.6    3.3329411937   3.22449360055   3.33493737889             0.7            0.55             0.8             0.0             0.0             0.0             0.0             0.0
            973            1.38            76.0            32.0            NSMB               M   9.29961756156   9.25777603936   9.34711759478   3.35702429578   3.31508257491   3.39788946317 0.0103743601431             0.0 0.0779612673656             8.7             8.7             8.8   2.97513510343   2.91426678811   2.99481995466             0.3             0.1            0.35             0.0             0.0             0.0             0.0             0.0
            975            1.51           167.0           128.0             MAY               M   6.73739082666   6.19526013401   7.25166250001   3.22832898237   3.02241075667   3.42891011968   1.33590852796   1.17889071046   1.49655773281             8.0             7.6             8.0   3.26350019341   3.22353476817   3.26717949739            0.75            0.75             0.9             0.0             0.0             0.0             0.0             0.0
            977            1.24            64.0            36.0               B               M   8.51832048099   8.34836071471    8.6850495577   2.59001850333   2.42273734836   2.76127426761  0.293728546991 0.0179612265676  0.617366775504             8.4             8.1             8.4   2.87616577032   2.76911376425   2.88916278516            0.75             0.7             0.9             0.0             0.0             0.0             0.0             0.0
            979            1.52           133.0            87.0               B               M   7.79097493649   7.66280000728   7.98627281315   3.34732951422   3.15613774571   3.53543554125   1.53731328721   1.24927146147   1.86313312666             8.2             8.1             8.6   3.19278461465   3.10118538227   3.24359451733            1.15            0.65            1.25             0.0             0.0             0.0             0.0             0.0
            980            1.81           223.0           181.0               B               M   7.36539487042   7.26874667621   7.46130353109   4.49492737616   4.44935124011   4.54827592109   1.38457973528    1.2559708434   1.51034302518             7.2             7.1             7.3   3.50995289985   3.50202969946   3.53627002514            1.55            1.55             1.6             0.0             0.0             0.0             0.0             0.0
            981            1.32            66.0            39.0             IAO               I   8.43344064404   8.07158331571   8.80080102455   2.87188994665   2.66801607322    3.0884138639  0.604864509879 0.00900594473113   1.33264426592             8.9             8.9             8.9   3.20349357101   3.19381159837   3.26201617059             0.0             0.0             0.2             0.0             0.0             0.0             0.0             0.0
            982            1.42            83.0            38.0             MAY               M   9.10982041711   8.94811031607   9.28578019167   3.14793828788   3.01828786899   3.28457982978  0.183832028778 0.0158326699609  0.362519092294             8.5             8.4             8.7   3.26202903271    3.0714268244   3.26204695931             1.4            1.05            1.45             0.0             0.0             0.0             0.0             0.0
            983             1.4           137.0           110.0             MAY               M   7.68762452708   7.62498035467   7.74888080889   3.23256462335   3.16675815493   3.29724688137  0.961765776384  0.845517032212   1.07147977121             7.9             7.4             7.9     3.302403023   3.23920122753   3.30289511168            1.25            1.25            1.35             0.0             0.0             0.0             0.0             0.0
            985            1.53           197.0           144.0               B               I   8.78359912756   8.73860815982   8.83031706448   3.27402262995   3.22338793205   3.32469901281 0.0452623727145             0.0  0.131892183904             8.7             8.5             8.7   3.22168138142   3.17302647209   3.26685355897             0.0            0.05             0.5             0.0             0.0             0.0             0.0             0.0
            986            1.46           163.0           123.0              NS               I   7.99322653351   7.65780005686    8.2751767287   3.27452925257   3.07099891883   3.49578958024   1.07726164913  0.545516155328   1.72487059582             9.0             7.6             9.0   3.49534197915    3.4952451433   3.75214624593             0.0             0.0             2.8             0.0             0.0             0.0             0.0             0.0
            990            1.84           237.0           197.0               B               M   8.04394179163      7.78313851   8.26045770961    3.2004360291   3.02975250323   3.41819894948  0.849556126875  0.418722621073    1.4335507629             8.2             8.1             8.3   3.25944376248   3.22785193118   3.27886049452             0.7             0.6            0.75             0.0             0.0             0.0             0.0             0.0
            991            1.49           114.0            67.0             MAO               M   7.82970216858   7.76886885464   7.88928465893   3.34076787941   3.26842208814   3.40906814626   1.52403818857   1.41420171237   1.63816306489             8.8             8.7             8.8   3.33326439612   3.33335383535   3.39355067116             0.0             0.0            0.35             0.0             0.0             0.0             0.0             0.0
            992            1.61           172.0           137.0             MAY               M   8.22565582941   8.16067557016    8.2972849182   3.39374181558   3.32774982403   3.47420518216 0.0719563452588             0.0  0.180739038203             7.8             7.4             7.9   3.03652844907   2.98583248469   3.04179572416             0.4             0.3             0.5             0.0             0.0             0.0             0.0             0.0
            993            1.54           193.0           148.0             IAO               I   8.44795224508   8.28180777435   8.57815550514   3.15631981085   3.05931091279   3.25836824743  0.209063985704             0.0  0.553765389138             8.8             8.7             8.8   3.49121753335   3.44347272399   3.51293696053             0.0             0.0            0.35             0.0             0.0             0.0             0.0             0.0
            995            1.25            87.0            66.0               B               M   6.68348802321   6.50580198845   6.82695056674   2.30344528359   2.09232519356   2.50622919564  0.830126927549  0.704188088784  0.955721974479             7.0             6.7             7.2   2.94825806945   2.90694464032   2.96340445008            0.95            0.85             1.0             0.0             0.0             0.0             0.0             0.0
            996            1.37           110.0            57.0               B               I   9.17450149549   9.09879592737   9.25703775464   3.19826588634   3.10066742578   3.28997974786 0.0200702766107             0.0 0.0878492237155             9.1             9.0             9.1   3.68174928193   3.51326524122   3.69834182345             0.1            0.05             0.2             0.0             0.0             0.0             0.0             0.0
            997            1.77           226.0           162.0             IAO               I   8.40091301618   8.24913173632   8.56158242012   3.02795229645   2.90397136892   3.14115279351  0.338001827835 0.0484697115147  0.635999269357             8.6             8.6             8.7    3.5304441096   3.46561135441   3.56246349873            0.65             0.4            0.65             0.0             0.0             0.0             0.0             0.0
            998            1.41            37.0            24.0               B               M   7.52970180694     7.452654166   7.60917693233   3.03135157274   2.88672078266   3.14558645212  0.282663745584   0.21136663712  0.373832113812             7.9             7.1             8.0   2.51055920824   2.40366973456   2.50827484873            0.35            0.25             0.5             0.0             0.0             0.0             0.0             0.0
           1001             1.6           164.0           128.0               B               M   8.73419815861   8.52261404275   8.93490245389   3.42997035834   3.33755046847   3.52333768324  0.489365304712  0.214521201343  0.780816235612             8.4             8.3             8.4    3.7658137346    3.6607555383   3.76580032125            1.35            1.25            1.45             0.0             0.0             0.0             0.0             0.0
           1002            1.39           120.0            83.0               B               M   7.66778234417   7.55745308708   7.78754943872   3.07622213918   3.01037197306   3.13903838052  0.274602713543  0.145468975171  0.392524282682             7.5             7.3             7.5   3.13405864845   3.09799051182   3.13404591221            0.45             0.4            0.45             0.0             0.0             0.0             0.0             0.0
           1003            1.84           245.0           191.0             MAY               M   8.14355285032   7.96917727199   8.33552094237   3.22561348103   3.05521469632   3.38808745286  0.525446614031  0.159903864922  0.883029399145             7.7             7.5             7.9   3.18733134811   3.16681173838   3.22235929296            0.75             0.7            0.85             0.0             0.0             0.0             0.0             0.0
           1005            2.05           261.0           179.0               B               I   9.00854980702   8.54224131609   9.50783704567   3.68167255573   3.52819082792    3.8387889316  0.719570626486  0.204960467156   1.20666605883             9.1             9.1             9.1   3.85299263373   3.82147687026   3.96715865285            0.25             0.2             0.4             0.0             0.0             0.0             0.0             0.0
           1006            1.42           181.0           134.0               B               M   7.64942010734   7.51026108879   7.79870409418   3.74303659957   3.66944199427   3.82011687644  0.812544142222   0.63273572885  0.997296066601             7.1             7.1             7.5   3.41940235841   3.40003861383   3.43322131213             1.4            1.25             1.4             0.0             0.0             0.0             0.0             0.0
           1007            2.25           330.0           269.0               B               M   8.39705920218   8.21871432058   8.59307741581   3.20087613956   3.02664662975   3.41025611951  0.738800436811  0.338997510087   1.14625987792             8.3             8.2             8.6   3.55035884525   3.50379840398   3.61164647803             1.6             1.1             1.8             0.0             0.0             0.0             0.0             0.0
           1008            3.41           615.0           193.0             IAO               I   9.15134308074   8.58657722422   9.82383722639   4.88636569016   4.43935212397   5.34776735032   1.34203747727  0.394985277606   2.37495701323             9.0             9.0             9.0   4.23090687024   4.23030734913    4.2611914547             0.5             0.5             0.6             0.0             0.0             0.0             0.0             0.0
           1009            1.58            62.0           242.0               O               O   9.53668744665   9.39778298617   9.68118644268   4.98439912156    4.9237623026   5.03958475515  0.412462403735  0.231843919293  0.608128123085             9.3             9.3             9.3   4.14505423032   4.09572768661   4.14556611933             0.0             0.0             0.1            14.0             5.2            0.21            -0.5             0.1
           1012            1.45           115.0            68.0            NSIB               I   9.25463042983    8.5117724169   10.1324798059   3.97574223449   3.81425071991   4.15461843494   1.30033086635  0.373492363281   2.21029817723             8.2             8.2             8.2   3.79397862295    3.7623814474   3.83027536185            2.15             2.1             2.2             0.0             0.0             0.0             0.0             0.0
           1014            1.64           171.0            66.0            NSIB               I   8.84265946847   8.72731655081   8.98068475144   3.61790199759    3.5233821043   3.70953638089  0.631313995717  0.402434488067  0.848503812513             8.0             7.3             8.8   3.31581782153   2.85545741428   3.51899436302             2.2            0.95            2.85             0.0             0.0             0.0             0.0             0.0
           1015            1.05            66.0            19.0              NS               I   10.2215817527   10.1635409876           10.25   3.82309358469   3.75334619392   3.89031564767 0.0548793495272             0.0   0.15746578092             9.1             9.0             9.1   3.53819109731   3.48728916895   3.56464934431            0.25            0.25             0.5             0.0             0.0             0.0             0.0             0.0
           1017            1.44           121.0            58.0              NS               M   8.18172875343   7.76614963967   8.29661067016   2.56606295492   2.10050886623   2.63379202525  0.201493928027 0.0877387615492  0.316563865443             7.8             7.7             7.9   3.52243427952   3.45713742647   3.56255929249            2.35             2.3            2.45             0.0             0.0             0.0             0.0             0.0
           1018            1.42           112.0            58.0              NS               I   9.41703303597   8.91891926775   9.81960442439   3.70653880104   3.52179221213   3.86995789001  0.423763654641  0.057445105928   0.78921724659             9.0             9.0             9.1   3.47272302798   3.40000229959   3.51080361524             0.2            0.05            0.25             0.0             0.0             0.0             0.0             0.0
           1020            1.41           159.0            94.0               B               I   9.24800636182   8.89847156174   9.73309669748   3.86205087296   3.72870309554   4.00747102914  0.676605689487  0.169482019373   1.04855968581             9.1             9.1            10.0   4.09968048941   4.03237748166   4.80251057744             0.8             0.3             0.8             0.0             0.0             0.0             0.0             0.0
           1023            1.32           119.0            77.0               B               M   8.76508462686   8.69811863555   8.83678578596   3.05198703401   2.97712431316   3.12638815853  0.183404789757 0.0356083752035  0.330565392735             8.4             8.3             8.5   3.36324782155   3.32476505552   3.40090852978            0.95             0.8            1.15             0.0             0.0             0.0             0.0             0.0
           1024             1.6           217.0           136.0               B               I   9.21764938029   9.09613515357   9.33986128006   3.68262429536   3.58690880531   3.78054205659  0.130884012582 0.00126660780103  0.273094728809             9.0             9.0             9.1   3.79035743608   3.74751865586   3.90561591254            0.15             0.1             0.3             0.0             0.0             0.0             0.0             0.0
           1026            1.61           170.0           146.0               B               M   7.27240660909   7.09342558271   7.44612929709   3.43200422542   3.31490661397   3.52858471071  0.957038843676  0.850876586128   1.06347404678             7.0             6.8             7.4   2.77522662286   2.69531510704   2.79330559485            0.75             0.6             0.8             0.0             0.0             0.0             0.0             0.0
           1027            1.36           164.0            98.0             MAY               M   9.10183353185    9.0617850029    9.1380688102   3.68516230546   3.63399914777   3.73519301029 0.00223447743344             0.0 0.0704944774334             7.9             7.7             8.0   3.57160654441   3.55654053041   3.61215809914            1.45             1.4             1.6             0.0             0.0             0.0             0.0             0.0
           1028             1.6           191.0           112.0               B               I   8.73388559368   8.41774068995   9.01500235579   3.49592433564   3.40292621565   3.59951255016  0.604224247755  0.222708066654   1.02255062117             8.8             8.6             8.8   3.84345831491   3.73477659459   3.83481481765            0.55            0.45             1.1             0.0             0.0             0.0             0.0             0.0
           1030            1.54           139.0           101.0             IAO               I   8.02859377395    7.8484684203   8.20026761979   3.24208054645   3.07758025413   3.41628728193   1.28051003422  0.918292562182   1.63863291356             8.8             8.8             8.9   3.26920209173   3.23499722351   3.35487571798            0.25 0.0646852108688            0.35             0.0             0.0             0.0             0.0             0.0
           1031            1.42            71.0            40.0             MAY               M   8.94881552838   8.81510518164   9.12035856712   2.88872009038   2.75045225447   3.02545798535  0.112256166541             0.0  0.221574875077             8.0             7.4             8.1   2.96146667261    2.8939014229   3.00811712306            1.55            1.55             1.8             0.0             0.0             0.0             0.0             0.0
           1032            1.65           214.0           186.0             MAY               M   8.43156686832   8.33906852952   8.52808353431   3.12381552942   3.03433447361   3.22435993771  0.178459095045 0.00194110782928  0.367059867115             8.1             8.1             8.1   3.09665953475   3.02221099357   3.09749973609             0.6             0.5             0.6             0.0             0.0             0.0             0.0             0.0
           1033            1.24           122.0            79.0               B               I   8.89587145821   8.81562275469   8.97561744002   3.23298138192   3.15162788525    3.3075625212  0.183157202447 0.0419440278162  0.323083582222             8.8             8.7             8.8   3.46080456743   3.43338148423   3.49078633795            0.05            0.05            0.35             0.0             0.0             0.0             0.0             0.0
