#APID int_logAge_E int_logAge_p16 int_logAge_p84 int_logMass_E int_logMass_p16 int_logMass_p84 int_Av_E int_Av_p16 int_Av_p84 cmd_logAge_best cmd_logAge_p16 cmd_logAge_p50 cmd_logAge_p84 cmd_logMass_best cmd_logMass_p16 cmd_logMass_p50 cmd_logMass_p84 cmd_Av_best cmd_Av_p16 cmd_Av_p50 cmd_Av_p84 N_stars              
           2419   8.37881211665   8.03733434365   8.70554850276   2.93376675452   2.75872632126   3.10561760681  0.584015951123 0.0514803414757   1.21504000828             8.5             8.4             8.5             8.6   3.13740238387   2.98581567786   3.07140939807   3.13750526754             0.6             0.4             0.6             0.8           137.0
            242   8.89769769328   8.84283025775   8.94958463383   3.62036727291   3.56022816473   3.68216168164 0.0652654998954             0.0  0.164958510257             8.9             8.9             8.9             8.9   3.97942359215   3.97907681463   3.98074736248   3.98408498502            0.05             0.0            0.05            0.05           398.0
           2420   8.39629852954   8.26022222443   8.56153180987   3.48657074272    3.3615848091   3.67134169028   1.01516945667  0.658762703232    1.3790571263             8.2             8.2             8.2             8.3   3.25703015406   3.23956160658    3.2634010366   3.31546909787            0.95             0.9            0.95             1.1           183.0
           2422   7.79679139615   7.18161006331   8.33597716824   3.22684983232   3.00329007723   3.49294225465   1.77560159874   1.00406050089   2.63603638763             8.8             7.5             8.7             9.3   3.67323620081             0.0   3.19941753239   3.78917928838             1.5            0.45            1.35             2.4           128.0
           2424   8.73493625696   8.23685378815   9.21829334019    2.7188083894   2.38244468417   3.01476583175  0.294499832817 0.0105889423817   0.60973408207             8.8             8.6             8.7             8.8   3.00121316633   2.88575365927   2.94597199215   3.03129099565            0.15            0.05            0.15            0.35            67.0
           2425   6.79556975167   6.73471384387   6.84829365323   2.30871779024   2.10588001733   2.57395809687  0.430437924517  0.339617582097  0.515048366349             7.2             6.7             7.0             7.2   2.83278273129   2.64713229029   2.80024589031   2.83566169517             0.8            0.55             0.8             0.9           325.0
           2427   9.55515520492   8.92210166648   10.0658306781   3.87855035362    3.7403302674    4.1249253498   0.39802553763 0.0288283621556  0.975443402929             8.4             7.9             8.1             8.4   3.47904040068   3.26504616516   3.33565404349    3.4176061326             1.4             1.4            1.55             1.7           180.0
           2428   8.14111576537   8.01494761721   8.28179648977   2.93917185578   2.80983132018   3.04934036215  0.806492410335  0.532775565046   1.05167404421             8.8             8.5             8.8             8.8   3.30990575863   3.17744004818   3.29262144114   3.34467078971            0.55             0.5             0.7            1.05            83.0
            243   8.84117045402    8.8058247798   8.88178889447   3.51673684274   3.46377778967   3.57199622794 0.000357642797448             0.0 0.0686176427974             8.7             8.6             8.7             8.7    3.6853822048   3.65093311326   3.68066662894     3.709515537            0.15             0.1             0.2            0.45           297.0
           2437   9.33134483143   9.10693518925   9.58678309739   3.27765702011   3.04956491457    3.4968775643  0.282075286562 0.0260192495623  0.523266010362             8.3             7.6             8.0             8.3    3.2264621626   3.04908806772   3.11918605738   3.21763285587            1.35             1.4             1.5             1.6           152.0
           2439   8.45946154331   8.34269728829   8.57917919619   2.72355614305   2.58550878494   2.85371635962  0.228109373048 0.0117730956883  0.461487799089             8.6             8.1             8.5             8.6   2.91166521982   2.86224407822   2.90847325255   2.93371396923            0.15            0.15             0.4             0.7            96.0
            244   7.33853892893   6.72809109465   7.72349114443   3.63309368471   3.14887714004   3.91942884754   0.52424972369 0.0851399175142  0.872104826987             7.7             7.4             7.7             7.7   3.64970415502   3.62710892924    3.6493654551   3.64972972125             0.6             0.6             0.6             0.7           412.0
           2440   7.60274948002   6.66146647882   8.56993284073   2.73311084872   2.49512354992   2.96102534538   1.19633520492  0.486119547701   1.74935890283             8.9             8.9             8.9             8.9   2.96451376924   2.95329953642   2.96399217156   2.97323725524             0.0             0.0            0.05            0.15            66.0
           2441   7.77233299479   7.76343267565   7.91073259848   2.85159854956   2.72735498864   3.00173780931  0.161479910226             0.0  0.281611386039             7.7             6.7             7.1             7.6   3.02285503513   2.89653666098   2.93899572537   3.02106170803             0.8             0.8            0.85            0.95           260.0
           2443   6.86739653258   6.73813556577    6.9927627396   3.00861975203   2.74476980687   3.27590722422  0.667518109114  0.562078477686   0.77183771949             6.6             6.6             6.7             6.9   3.11522404238   3.11490693537   3.11538006213   3.13601954839            0.95             0.9            0.95            0.95           351.0
           2444   6.61974439413    6.1507150555   6.95242736626   2.78994173829   2.43777317251   3.10339276243    1.4105551227   1.29618127912   1.67051288213             8.3             7.6             8.2             8.4   2.90028393129   2.78230254686   2.88269025786   2.91941995739            0.55             0.5            0.65             0.8           115.0
           2446   7.93756788537   7.65701639899    8.2807411046   2.26106030223   2.10779840714   2.40515013633  0.360734772359 0.0699039691801  0.660929212175             8.9             8.7             8.9             9.0   2.86475739567   2.66234113432   2.82707347125   2.88606954276            0.35            0.15  0.313937185402            0.75            58.0
           2447   8.31096618688   8.01395049671   8.66647826845   3.18290644409   3.04028205803   3.33949131494  0.469663108487 0.0690805652734  0.874980161127             8.2             8.1             8.2             8.2   3.19918687174   3.15592635412    3.1991076761    3.2295186173            0.35             0.3            0.35             0.5           147.0
            245   7.68274203487   7.62291765195   7.75057028538   2.85819197846   2.78223887648   2.93362381364  0.102521490959 0.0251327687635  0.178360280788             9.9             9.9            10.0            10.0   4.55397784233   4.55261006457   4.60333995534   4.62440735694             0.2            0.05            0.15             0.2           181.0
           2451   9.02280375417   8.77055417363   9.41348002325   3.20447734249   3.04607401252   3.37707365272  0.474045128911 0.0993040628296  0.773425641442             9.3             9.1             9.3             9.4    3.8396072769   3.23405290829   3.73947393664   3.90743927552             0.2             0.0             0.1            0.25            60.0
           2452   7.93254278721   7.78861831809   8.09629131415   3.14017773956   3.02952325396   3.27268157841   0.66609111792  0.406237564206   0.92555717686             7.8             7.4             7.8             7.8   3.06636086279   3.03377647815   3.06638702754   3.08753494738            0.65            0.65             0.7             0.9           157.0
           2453   8.95694450195   8.86535389458   9.04808671967   3.17837161938   3.07151832534   3.28880042775 0.0465183044952             0.0  0.138260766238             7.5             7.1             7.4             7.5   3.32565778702   3.17893571495   3.26781651472   3.32368955864             2.4            2.35            2.45            2.55            78.0
           2454   7.53921377867   7.46897486997   7.54998949623   3.09810026556   3.05912028748   3.13556861837  0.574543735956  0.510597030379  0.664553870961             7.6             6.9             7.4             7.8   2.80327293294   2.62290072639   2.71169644244   2.80109228088            1.05            0.95             1.1            1.25           126.0
           2456   7.57932437011   7.31485577811   7.89962550888   2.62865469329   2.46647060927   2.78714451546  0.514239577738  0.239287758174   0.77038382813             8.0             7.3             7.8             8.0   2.61869574137    2.5546492971    2.5962337766   2.61866672997             0.3             0.3             0.4             0.5            44.0
           2458   8.81461963229     8.764993494    8.8641732262   3.75880350931   3.71565127439   3.79678662715 0.00932458305558             0.0 0.0774986922664             7.2             7.0             7.1             7.2   2.84817605172   2.82826483868   2.84815455896   2.86274260383             1.1             1.1             1.1             1.2           263.0
            246    8.3165258206   8.13953532527   8.69846900019   3.62182374796   3.39921604259   3.73941083891  0.888075148379 0.0639287411421   1.25040473853             8.4             8.3             8.4             8.4   3.63114265745    3.6147819614   3.63113107033    3.6541944278            0.85            0.85             0.9            0.95           184.0
           2461   8.71103162609   8.54032541688   8.86977381958   2.98383267024   2.86811892331   3.09665783327  0.624151478075  0.344125081397  0.902867423012             8.3             7.8             8.2             8.3   3.24123410205    3.0749070784   3.18880571251   3.24146906319             1.5            1.45             1.6             1.8           125.0
           2462   8.02244443704   7.94995711139   8.11286160205   3.53393717021   3.46423446761   3.62842729243   1.65954387249   1.50517181289   1.86064390388             8.5             8.5             8.5             8.5   3.26751486401   3.09888302538   3.22516771613   3.26779000625            0.75             0.4            0.65             0.8           107.0
           2463    8.3275296696   7.49039666821   9.00504586323   3.07706829536   2.86230038849   3.32774100764  0.943588757579 0.0101260930044   2.23253285583             8.1             7.2             7.7             8.1     3.090088616   2.84294862776   2.96101119393   3.10113051055             1.3            1.25            1.45             1.6           114.0
           2465   8.52024508435   8.44478189224   8.60231234502    2.3149152471   2.17797134727   2.45735614318 0.0659734743107             0.0  0.172550835698             8.4             7.8             8.2             8.4   3.35855769866   3.25110259025   3.32208417506   3.41428164688             1.1            1.15            1.35             1.5           122.0
           2468   8.55474541266    8.2959462902   8.85819628599   2.98325142292   2.83238344145   3.12342290704  0.459989706868  0.063698419987  0.876505677194             8.4             7.9             8.4             8.4   2.89569706962   2.75639814633   2.94056573404   3.04260782263             0.5            0.55             0.8            1.05           105.0
           2470    7.8998850253   7.42394879445   8.34649657645   3.01645592382    2.8663938277    3.1607690879  0.770312461309  0.167538289269   1.39315507532             8.2             7.4             7.9             8.4   2.93139579587   2.75685343499    2.8625500706    2.9513256206             0.5            0.35             0.6            0.75           192.0
           2474   6.50874930697   6.12120579071   6.83179925183   2.73734934876    2.5579447827     2.911554142  0.616084029405  0.515819438535  0.717754410956             7.1             6.7             7.0             7.3   2.43576743189   2.40954246211   2.43245070985   2.45275447993             0.4            0.35            0.45             0.5            76.0
           2475    8.5616840854   8.38610763738   8.74328841036    2.7871116702   2.64450349864   2.94200522846  0.294403997288   0.03671586452  0.562122325422             8.9             8.9             8.9             8.9   3.39818617786   3.35532196521   3.40046327174   3.44599147751            0.35             0.3             0.4            0.55           155.0
           2477   8.40781806425   7.92842934035   8.86730174359   2.82914433727   2.59491153274   3.05707815343  0.839677697651  0.178028289123   1.58935615558             8.7             8.7             8.7             8.8   3.30141859747   3.21499046988   3.26878763855   3.30901186916            0.85            0.45            0.75             0.9            62.0
           2478   6.90160817641    6.5272360579   7.16571304331   2.64658624651    2.4402291682    2.8288787062  0.750241394711  0.635879793496  0.864073086043             6.6             6.6   6.87121507791             7.2   2.88284892699   2.85616919624    2.8743114657    2.8894549968             0.7            0.55            0.65             0.7            65.0
           2479   8.10669763884   6.64584539902   9.57453192739   3.77699637533   2.59502772174   5.02955582473   1.45073564777  0.427180740593   2.47500323744             8.7             8.1             8.6             8.7   3.19563782833   2.98758605708   3.10272206015   3.21420356385             0.6             0.6            0.85            1.25            67.0
           2480   8.67336076315   8.52472588993   8.81967406662   2.88154569725   2.74863363862   3.01574715594   0.52082499317  0.244748074188  0.793939086185             8.1             7.8             8.1             8.5   3.20559914496   3.14168681468   3.19771172496   3.27148151736            1.45            1.15            1.45            1.65            95.0
           2481   6.84243679949   6.71662511997   6.95342972676   2.95447223556   2.42103961822    3.2308244145 0.0629314693747             0.0  0.152603780048             6.6             6.6             6.7             6.9   2.83233719878   2.82150685892   2.86144455889   2.94949202692            0.45             0.4             0.5            0.65           403.0
           2482   8.73648047282   8.56166599519   8.89171330164   3.40413926252   3.32405201863   3.48792861693  0.483522583717  0.249479132856  0.733068962416             7.9             7.8             7.9             8.0   3.38816845777   3.36629464364   3.38628851213   3.40286065847             1.3            1.25             1.3    1.3975460878           155.0
           2484   7.77361759938   6.95295974173    8.5159963897   3.00958735563   2.69197883081   3.34414076218   1.55831776836  0.338460531188   2.68035154503             8.8             8.7             8.7             8.8   3.00320594894   2.98393322662   3.02869267968   3.07435920019             0.0            0.05            0.25            0.45            91.0
           2485   6.66510579811   6.56705562883   6.77628032449   2.64483114934   2.36555434153   3.01324299061  0.799941510845  0.718772068737  0.881614132496             8.3             7.3             8.2             8.3   3.16337028593   2.92806790661   3.09985969545      3.15289349            1.05             0.8             1.0             1.2           196.0
           2487   8.60518004196   8.46846190846   8.76031231083   3.73504090379   3.66084432991    3.8173877361  0.925707984419  0.682325730249   1.15010964748             8.9             8.8             8.9             8.9   3.81186906039   3.74973857912   3.81157299056   3.87663440482             0.2            0.15            0.25            0.55           280.0
           2488   8.00958196236   7.91169897026   8.11259339446   3.22735388234   3.14302118721   3.31138692832  0.365245636384  0.195704995802  0.538514890195             6.8             6.7             7.2             8.2   2.78675856821   2.77583537458   2.81211858553   2.92014497669             1.1            0.85            1.05            1.15            99.0
            249   7.24621717158   7.17486870665   7.29072486961   3.57977617278   3.51563285269    3.6486111372     1.340921938    1.1856127164   1.48299405427             7.3             7.2             7.3             7.4   3.24936641929    3.2333674102   3.25201203206   3.26640811365            1.25             1.2            1.25             1.3           235.0
           2490   9.30668163785   8.87986281023    9.7490852248   3.64729855653   3.50152866802   3.81073833787   0.52771286602 0.0750881473339    1.0501619572             9.1             9.1             9.1             9.1   3.56407032042   3.51520109835   3.57323074339   3.63725932368             0.1            0.05             0.1             0.2           131.0
           2491   8.79943763721     8.713070357   8.88935776784   2.89168017357   2.79840670403   2.98468062068 0.0593624149761             0.0  0.146475125015             8.8             8.2             8.6             8.8   3.13035521142   3.00653862825   3.08790538842   3.15041905007             0.4             0.4            0.95             1.3            89.0
           2492   8.30870341473   7.87067657406   9.06670696715   3.44283105397    3.2692182407   3.63293603344    1.0239187321 0.0888832957154   1.68014289375             7.8             7.6             7.8             7.8   4.11065216266   3.96704202834   4.10987094219   4.15640628105             2.9             2.9            2.95             3.0           230.0
           2496   8.69763376442   8.51039348664   8.87838501524   3.12224679687   3.01239416522   3.24126742126   0.66904688291  0.384594274444  0.960234513223             9.1             9.0             9.1             9.1   3.65840365378   3.65806324809   3.67713283146     3.700195954            0.05            0.05             0.1            0.25           112.0
           2497   7.88447660288   7.79558293052   7.95863948519   2.19936536346   2.03727729535   2.34378793125 0.0396078355167             0.0  0.122889383985             6.8             6.7             6.9             7.2   2.61029814562   2.59564159362   2.61162000754   2.62839143524             0.8            0.75             0.8             0.8            55.0
           2498    6.7165241049   6.65256264852    6.7873159804   2.64135565286   2.44495739129   2.86176667979   0.61660036243  0.512997772986  0.722475981043             6.6             6.6             6.7             6.9   2.68236219687   2.66966856513   2.68789553382   2.69837892669             0.7            0.65             0.7            0.75           336.0
             25   8.35773631069   8.14178323566   8.67511342474   3.46718284161   3.33267111548   3.59162691117  0.844605057791  0.160280100355   1.25220510756             8.5             8.5             8.5             8.6    3.4402667634   3.41843082695   3.44025416458   3.46322410334             0.5            0.35             0.5            0.55           156.0
            250   8.87379119741   8.79035346507   8.95502392321   3.34223505137   3.25952057045    3.4276977624  0.438163095349  0.282313415622  0.601041246479             9.0             8.9             9.0             9.0   3.56016925998   3.55504312886   3.57870876871   3.59365611393             0.0             0.0            0.05             0.2           152.0
           2500   9.04589105602   8.87342065591   9.24715535672    3.3883304476   3.26092304739   3.52307185935  0.236127258987 0.0329481327709   0.44016370859             8.2             8.2             8.2             8.3   3.19867407598   3.15600202416   3.19035460362   3.20355265536             1.3             1.2            1.25             1.3           167.0
           2501   8.70226112026   8.53794693829   8.84859544567   3.11966121436     3.018153813    3.2335335697   0.90118800856  0.644182698402   1.16416410079             9.5             7.2             8.0             9.4   3.80438482893   1.70863599657   2.52221683141   3.30985829209             0.0            0.25            1.45            2.55            94.0
           2502   6.74461912007   6.64734667455   6.88038101818   2.98116762077   2.78685094423    3.1695016101  0.733478937135  0.620140458718  0.849963583965             7.5             6.9             7.3             7.6    2.7003193453   2.65419700102   2.68682937621   2.70736416753             0.5             0.5            0.55            0.65           317.0
           2509   8.23853840484   7.89667602608    8.5763727498   2.91892705199   2.72362939475   3.11225402537   0.73215051922 0.0919049418432   1.40030038748             8.8             8.5             8.7             8.8   3.28970884581    3.2211174988   3.28150808667   3.32240046857             0.3            0.35            0.55            0.85           111.0
            251   8.81885615211   8.74386956671    8.8925996525   3.19740300997   3.13101995808    3.2607232066 0.00111763463281             0.0 0.0693776346328             8.9             8.8             8.9             8.9   3.39923510003   3.38045240741   3.39924862528    3.4285748434             0.0             0.0            0.05            0.15           180.0
           2510   8.96270213724   8.54198729671   9.61711418348   3.47061869462   3.33547005466   3.62989184065  0.851147502828  0.151121935171   1.33747120924             9.4             7.2             8.5             9.6   3.44095061737             0.0             0.0   2.81256593148             0.0            0.25             1.4             2.6            97.0
           2511   6.80886486303   6.67990636319    6.9456933939   2.98206851133   2.65842301465   3.29600815472  0.543133485073  0.452958661046  0.631868396636             6.6             6.6             6.6             6.7   3.03766901258   3.00060185666   3.02424074069   3.03762615785            0.95             0.9            0.95            0.95           372.0
           2513   8.15823332412   7.54023391449   8.86771435719   2.96727989229   2.66805109004   3.28977245117   1.30749080147  0.238856698283   2.46292944821             8.3             7.6             8.2             8.4   2.81953036378   2.62067443167   2.74551255492   2.81998181016             0.8            0.65            0.85            1.05            88.0
           2515    8.2964445468   8.26284651904    8.3355043206   2.88161095103   2.80122189747   2.95078801264  0.347740788741   0.23079373446  0.452429157454             8.7             8.4             8.5             8.7   3.20368194188   3.13443711324    3.1771230082   3.20751540845            0.05             0.1            0.35            0.55           183.0
           2519   7.37629423583   6.52514073202   8.22474693063    2.6348809881   2.26290428691   2.99887945366   1.37077752775  0.540635728362   2.11773823886             9.0             8.7             8.9             9.0   3.59230639158   3.44684304783   3.55952661928   3.62934590396            0.55             0.6             0.9             1.5           155.0
            252   8.72316945087   8.45917340995   8.92101734259   4.45286927305    4.3753030123   4.51846977995   1.98911657145   1.70459590331   2.34139863777             9.3             9.3             9.5             9.7   4.74566182145   4.73487790012   4.85162726749   5.01609359589            0.65            0.35             0.6            0.75           313.0
           2521   9.04056211349   8.86171186004   9.23065377624    3.3222369278   3.18393489071   3.47037958487  0.257437499894 0.0835900298654  0.402766736726             9.0             9.0             9.0             9.0   3.91044335756   3.88579241735   3.89617351144   3.91137658175            0.65            0.55             0.6            0.65           156.0
           2523   7.46231921796   6.60395206277   8.37534344756   2.74610799466   2.53878672948   2.94308968814  0.977305806417  0.429860135786   1.36666533113             8.1             8.1             8.1             8.2   2.84647597601   2.83266563916    2.8477157504   2.88044621511             0.7            0.65             0.7            0.75            49.0
           2524   8.65787513441   8.24732249606   9.07553190109   3.02236166308   2.88641512675   3.16824434572  0.585072228915 0.0849723845811   1.15052717266             9.1             9.1             9.1             9.1   3.42536168885   3.37318593351    3.4250745936   3.44826533282            0.05            0.05            0.05            0.15            85.0
           2525   7.86403239233   7.66047408597   7.99169315505   3.62166711277   3.52343583565   3.74739301848   1.90272770592   1.72133664648   2.23492666273             8.7             8.6             8.7             8.7   3.26969250861   3.21137537388   3.26726783548   3.33375745323            0.15            0.05            0.15             0.3           130.0
           2528   8.62453250909   8.56859977421   8.68452106679   3.15426928841   3.08841833055   3.22474006116 0.0364116830041             0.0  0.109712855491             7.7             7.0             7.3   7.63841184326   3.37340128265    3.1717276775   3.24130452219   3.33547122758            1.95            1.85            1.95            2.05           202.0
           2529   7.72171319739   7.60496059701    7.8393348312   2.93062072254   2.77444685532   3.08415520866   1.42269944972   1.20956667986   1.64758545274             8.6             8.5             8.6             8.7   3.26267439479    3.2108543383   3.26267114363   3.31091668479             0.5            0.35            0.55             0.7           178.0
            253             9.1         9.06587         9.13413            4.85         4.81587         4.88413             0.1         0.03174         0.16826             7.4             7.3             7.4             7.4   4.66669218291   4.63126058571   4.64010797903   4.66678727057            2.45            2.45            2.45            2.45           929.0
           2530   8.26441831702   8.09596851393   8.44170280227   2.97972585609   2.77653038447   3.17885227302   1.00438161226  0.572898234723   1.39555919973             9.1             9.1             9.1             9.1   3.62340932418   3.55890911139   3.59897025461   3.63766320817            0.55            0.35            0.45            0.55            86.0
           2531   8.38240524387   8.24785535789   8.52143640732   2.95737033844   2.83023215841   3.08704223644   0.35114732555 0.0537315672677  0.659404625325             8.7             8.5             8.6             8.7   3.31022178073    3.2068343547   3.26578300345    3.3147624235            0.25            0.25             0.4             0.6           114.0
           2533    6.9448931043   6.85138436512   7.03940636273   2.24133381848   2.06874968889   2.41757134626   1.20562943946   1.12150846412   1.28695531259             7.5             6.9             7.3             7.6   2.69321173661   2.64177546194   2.67204170502    2.6927591014            1.05             1.0             1.1            1.15            47.0
           2534   8.79388729303    8.1682655825   9.28034306874   3.40294712954   3.26261437377   3.55329986223  0.670260456888 0.0684928195484   1.46480947053             8.7    8.6658921863             8.7             8.8   3.28913406096   3.28858241271   3.31859490213   3.34452672474             0.2            0.05            0.25             0.4            98.0
           2536   8.76493656199   8.67057374183   8.86365126008   3.10270894572   3.01458293832   3.20486206083  0.322036099356  0.130211198454  0.509272464091             8.1             7.9             8.1             8.1   3.30336507202   3.27926373997   3.31384273037   3.36738276605             1.4             1.4             1.5            1.65            81.0
           2537             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             7.5             7.3             7.6             7.9   3.14931936014   3.05800772314   3.13072871004    3.2075192048            1.85             1.7             1.8            1.85           113.0
           2538   8.03606610238    7.9452542311    8.1329349566   2.68690158892   2.55462040023   2.79932152044  0.269477869511  0.112653263393  0.431710700213             8.0             7.8             8.0             8.0   2.77895367434   2.72726313663   2.76810344113   2.79000076541            0.55            0.45            0.55            0.65            68.0
            254   8.58544486922   8.52081199886   8.64517975548   3.39069441928   3.32644370899   3.45224171721 0.0532824735097             0.0  0.150944317951             8.2             8.2             8.2             8.3   3.34237664051   3.33510702915   3.34265202811   3.36300760004            0.55             0.5            0.55             0.6           272.0
           2542   8.19374511205   8.05952292356   8.33228643776   2.87796239081   2.74431183568   3.01552979329  0.252564897159 0.0153758160557  0.507243900185             8.4             8.0             8.4             8.5   2.90799210112   2.75823213409   2.85778435853   2.91020167942            0.35            0.25            0.35             0.5           158.0
           2543   8.50246071355   8.40668302052   8.61900682756   2.46427733522   2.31900064955   2.61191650735  0.109838846241             0.0  0.245557451157             9.0             8.9             8.9             9.0   3.98274920537   3.87230560148    3.9384549815   3.98273587556             0.7             0.7             0.8  0.958758328427           169.0
           2546   8.76425095435   8.42368778174   9.08995264612   2.86113690496   2.69023384613   3.03395098658  0.365108304717 0.0126148018762  0.753193792279             9.1             9.0             9.1             9.1   3.37039905473   3.22492503822   3.35942865642   3.39723292199            0.25             0.2             0.3             0.4            73.0
           2547   8.14815024238   7.93150810378   8.33528440608   2.39411525682   2.10406793196   2.73354141809  0.537305754567  0.128542480377  0.984647179988             9.0             8.9             9.0             9.0   3.37605090293   3.32837374543   3.42628786419   3.50838205596            0.15            0.15             0.3             0.5            65.0
           2548   6.70145971971   6.62882664055   6.81278194612   3.35709571447   3.20430698305    3.4734897235  0.942641669891  0.853590591127   1.02909167633             7.4             6.8             7.0             7.3   2.80282532411   2.76367463115   2.78906753198   2.81501624156             0.8            0.85            0.95             1.0           187.0
           2549   9.69402570422    9.5213922892   9.87730682236   3.87055171047   3.76616770267   3.98018707632  0.144815875465             0.0  0.293539378904             7.9             7.7             7.9             8.1   3.46895304646   3.38469827951   3.45570942385   3.50374907149             2.0             1.9             2.0             2.1           111.0
            255   6.80939680613   6.73535264387   6.86447165535    3.1486903941   3.05591965799   3.33118130005  0.817868944682  0.737549773709   0.88689001161             6.8             6.7             6.8             6.9   3.17357628597   3.15109651449   3.16604590791   3.17360532596            1.05             1.0            1.05            1.05           272.0
           2550    6.7524360394   6.65760346012   6.88587896166    2.9293295318   2.66608024713   3.15406344925  0.178640548465 0.0666558123633  0.285653109599             9.2             6.6             8.1             9.2   3.59442610306   2.60688133116   3.13047710729   3.59513596534             0.0             0.0            0.75             1.3           262.0
           2551   8.73943652737    8.7035422218   8.78130873221   2.98785992331   2.91977826292   3.06499433122 0.0344863031467             0.0  0.107963460551             8.0             7.4             7.8             8.1   2.92433304412   2.84733709083   2.90970283163    2.9696919292            0.85            0.85            0.95            1.05           135.0
           2552   9.06401024459   8.87893721643   9.41715703157   3.64801807999   3.48338266154   3.80684765517  0.581228458313  0.125960572716  0.781636273991             9.1             9.1             9.1             9.1   3.82519322285   3.77631938037   3.82510335076   3.83214574131            0.25            0.15             0.2             0.3           230.0
           2554   8.71941533652   8.46533074925   8.94278767351   3.07426616575   2.91855726528    3.2398945985   0.70034267466   0.29181732219   1.09047434461             8.3             7.5             8.3             8.8   3.11208236757   2.31967782007   2.99220429924   3.11209454145             1.7             0.7             1.1            1.75           111.0
           2555   8.80154684876   8.46179429118   9.13953507848   3.63594175514   3.51983691136   3.74658664783   1.04426336772   0.50508656177   1.48037252566             8.2             8.2             8.2   8.87417273694   3.43359544972   3.41451574958   3.50633546462   3.66833692346            1.55            0.75            1.55             1.8           226.0
           2557   9.53473748318   9.07945502285   10.0179247518   4.75697398158   4.62089810527   4.97040435451   1.67994935458   1.33093120562   2.09165473271             9.0             8.9             9.0             9.5   4.88807152288   4.78902770198   4.88775708079   4.97525603583             1.7            1.35            1.55            1.75           488.0
           2559   9.20854213876   8.90449331562   9.62143687564   3.14125893173   2.97795832387    3.3368953633  0.416012721305 0.0410249181371  0.734866105076             9.1             9.1             9.1             9.1   3.21767049846   3.17120325121   3.22902926511   3.38805809795            0.25            0.15            0.25             0.4            87.0
            256   9.39451579449   9.17622591742   9.59146202135   3.84519002639   3.73320661302    3.9624389017  0.197319708625 0.0068449423128  0.418563248237             9.1             9.1             9.1             9.1   3.71221470157   3.67032125643   3.71617138013   3.76380822257            0.35             0.2            0.35             0.4           235.0
           2560   8.69766914259   8.54203422198    8.8495264548   3.49081887112   3.40176227635   3.58690492941  0.550868189249  0.301980412452  0.802799045055             9.1             9.0             9.1             9.1   4.00825030211   3.96325256864    4.0079660149    4.0186506049             0.2            0.15             0.2            0.45           303.0
           2562   7.83049163337   7.64886941125   8.04382428609   2.35102620448   2.18794092028   2.50958942384  0.583768024997  0.321256953506  0.845100368518             8.0             7.6             7.9             8.1   2.63204276297   2.58295202738   2.60950879657   2.63213270419             0.4             0.3             0.4             0.5            72.0
           2565   8.11862491516   6.85285433314   9.25936277792   3.20260811568   2.98010557972   3.43838834549   1.53418386396  0.379917633368    2.5761438345             8.7             8.7             8.7             8.8   3.57221665995   3.54260208533   3.57667212112   3.62463832381            1.35             1.1             1.3            1.45            89.0
           2566   8.24507364758   8.16414400716   8.30005603908   3.43292626121   3.30017244042    3.5825893454   1.12998051546  0.935792363307   1.39930042816             8.3             8.2             8.3             8.3   3.71308062519   3.58217638433   3.65447923491   3.71290543875             1.6            1.45            1.55            1.65           163.0
            257   9.60732753837   9.41626613162   9.81672639811   3.92357618153   3.80024302865   4.06084925314  0.122793316685             0.0  0.278540125532             8.2             7.9             8.2             8.2   3.72643788591   3.66491741518   3.72573174509   3.75767419049             1.8             1.8             1.9             2.1           211.0
           2570   9.14707626433    8.5724252655   9.86011684193   3.78629894279   3.65302782704   3.96402511173  0.931733183476  0.197850107711   1.63776048699             8.1             7.6             8.1             8.8   3.39718679892   2.47501655663   3.24288505122   3.41503248904             2.1             1.0            2.05             2.4           139.0
           2571   10.1329363826   10.0154523006   10.2440426329   4.31069664974   4.23079064781   4.38966060827  0.113931270678             0.0    0.2514586768             9.2             9.2             9.2             9.2   4.18804126444   4.12114618965    4.1889131522   4.26501525739             0.3            0.25             0.3             0.4           294.0
           2573   6.73434317539    6.6220984272   6.84290004145   2.88334210492   2.34019531891   3.29763172468   1.29045072718   1.18701603749   1.39204670102             6.9             6.7             6.8             6.9   3.39548033851   3.38619114645   3.40047363114   3.41567183944            1.65            1.65             1.7            1.75           275.0
           2575   8.23197428963    7.4660435829   8.90052670804   3.18215703249   3.01588448981   3.37654596959   1.00985928553  0.259598400407   1.95186798823             8.3             8.3             8.3             8.4   3.24892964307   3.21826378232    3.2706921516    3.3109406343            0.65            0.55            0.65            0.75           105.0
           2577   7.67021528544   7.56877620742   7.77438066139    3.0535105701   2.94180755415   3.15562168205   0.39887773154  0.202786667455  0.586008169008             7.5             7.0             7.3             7.6   2.91299301931   2.85059460191   2.88590942942   2.91297122583            0.35             0.3             0.4            0.45           289.0
           2578   7.75784886459   7.68673365358   7.83224048623   3.13197932995   3.05610259625   3.20758453856   1.23908628144   1.11302930574   1.36706554197             7.8             7.0             7.3             7.7   2.98057709466   2.90135548985   2.92924909019   2.96101716566             0.9            0.95             1.0             1.1           109.0
