#APID int_logAge_E int_logAge_p16 int_logAge_p84 int_logMass_E int_logMass_p16 int_logMass_p84 int_Av_E int_Av_p16 int_Av_p84 cmd_logAge_best cmd_logAge_p16 cmd_logAge_p50 cmd_logAge_p84 cmd_logMass_best cmd_logMass_p16 cmd_logMass_p50 cmd_logMass_p84 cmd_Av_best cmd_Av_p16 cmd_Av_p50 cmd_Av_p84 N_stars              
           4180             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             6.9             6.6             6.9             7.0   2.88101462448   2.86983638939   2.87693315381   2.88329454017            0.55             0.5            0.55            0.55           203.0
           4185   7.61301728379   7.18692153225   8.03992277789   2.62130774675   2.45699943898   2.77875286744  0.577812594205  0.216884002287  0.934195499998             8.3             7.6             8.2             8.5   2.59318771051   2.42211707416   2.53902488481   2.65201577622            0.35            0.25             0.5            0.65            86.0
           4187   8.73563904425   7.79954860458   9.79165355141   3.59850800356   3.22578792093   3.92059238961   1.60477992648  0.699729911086    2.5612960939             8.7             8.6             8.7             8.8   2.85394374836   2.83631404323   2.85813413016   2.87638919013            0.35             0.2            0.45             0.7            48.0
           4190   8.76184714637   8.71196385515   8.81294357674    3.4134515316   3.35493226636   3.47341355867 0.0548040483132             0.0  0.151797574024             7.7             6.9             7.4             7.9   2.56866302362   2.45662128951   2.58993125785   2.70749175773             0.6             0.6             0.9             1.1            77.0
           4192             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             6.6             6.7             7.2             8.4   2.34757578488   2.27951886221   2.35694478163   3.29261920637            0.85            0.65            0.85            1.55           172.0
           4193   8.00177593759    7.7208820199   8.18476263799   3.22712298266   3.01039088125   3.46373511223   1.29339938256  0.807762694178   1.77218243465             7.9             7.7             7.8             7.9   3.54921468555   3.47619459231   3.51431392005   3.54836596711            1.95             1.9            1.95             2.1           165.0
           4195   7.75860994643   7.39590153452   8.14145461741   2.71993998398    2.5466296532   2.88226015854  0.669658291985  0.263916596613   1.07143057998             7.2             6.9             7.4             7.9   2.35850007537   2.29365800219   2.35849899348    2.4074939007             0.7             0.5            0.65             0.8           103.0
           4197   8.00738379613    7.5896711455   8.46569502616   2.78598666998   2.55877629597    3.0045800539    1.0505455068  0.263858964537   1.72644106332             8.9             8.7             8.8             8.9   3.50072929594   3.25076014967   3.40893041495   3.50086851295             0.3  0.204069980784             0.4            0.75            78.0
           4198             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             6.9             6.6             6.9             8.3   2.81437709662   2.75988114558     2.791183615     3.222603101             1.9            1.65             1.9            2.05           151.0
           4199   8.94508605481   8.47676009142   9.67801562103   3.17290614302   2.97184418644   3.39862251983   1.09234630767  0.334151351404   1.68077113791             9.1             9.0             9.1             9.1   3.50028980496   3.43667675898   3.50033331846   3.58735127492             0.3             0.3            0.45            0.55            88.0
            420   8.65881291824   8.53254672146   8.77254393516   3.35553950494   3.27835288875   3.43048745299  0.328529883381  0.130686797279  0.539413988717             9.1             7.8             9.1             9.1   3.81044214764   3.68147783428   3.81032298575   3.81044750589             0.0             0.0             0.0            2.05           176.0
           4202   9.80345693458   9.76517249689    9.8346809452   3.64699489555    3.6139422775   3.68369961256  0.597133733956  0.530116899458  0.667953823778             9.1             9.1             9.1             9.1   3.61975132803    3.5724812195   3.61991745978   3.68120910252            0.15             0.1             0.2             0.3           118.0
           4204   7.31412525113    7.0817540156   7.58979049214   2.62147212978   2.42572725077   2.80271991584   0.59671580176  0.392905756485  0.795045149985             7.2             6.9             7.1             7.3   2.66896792334   2.64272981041   2.66215398937   2.67933943153            0.85            0.75            0.85            0.95           145.0
           4207   8.85680089574   8.42038514471   9.38663269558   3.13073864904   2.95952654315   3.34346074683  0.917673776446  0.354795564784   1.42153991362             7.8             7.4             8.5             9.3   3.31545745118             0.0   1.50468502145   2.79208967063             3.0             0.2            1.35             2.5            65.0
           4209   8.67616773045   8.40057684113   8.93515675711   2.56011619178    2.3222637928   2.79329937501   0.67373522338  0.209752246493    1.1285651957             8.8             8.8             8.8             8.9    3.2547927817   3.22363624209   3.26373022572   3.31333078482            0.65   0.48472245317            0.65             0.8            60.0
           4211            10.2        10.16587        10.23413   3.95012246604   3.91590896616   3.98425246604             0.1         0.03174         0.16826             8.2             7.6             8.2             8.2   3.09560013772   2.96927082277   3.06335761631   3.11374957355             0.7             0.7            0.75             0.9           111.0
           4212             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             8.9             8.9             8.9             9.2    3.8680633253   3.76663426297   3.90058432393   4.12666798943            0.95             0.5            0.85            1.15           207.0
           4215   8.94030071664   8.15770765318   9.75112245708   3.48080791222   3.28201106611   3.70880896112   1.06810694532  0.238292886678   1.89013618434             8.2             8.2             8.2             8.2   2.88106364868   2.85854750552    2.8841580815   2.91536458846            0.85             0.8             0.9            1.05            77.0
           4217             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             6.6             6.6             6.8             7.9   2.62135743782   2.58775311556   2.62140052918   2.68073768927             1.1             1.0             1.1            1.15           180.0
           4218             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             8.2             8.0             8.2             8.3   3.14031766579   3.06715507876   3.11126883077   3.14428220543             1.2             1.1             1.2             1.3           121.0
           4219             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             7.4             7.0             7.4             7.6   2.91964657833   2.88145530473   2.91465283666   2.93382198065            0.85             0.8            0.85            0.95            65.0
            422   8.09161524306   7.90897614129   8.24745676523   2.59929907555   2.38468048787   2.79414781259  0.173521260413 0.0175462979036  0.340561431194             7.8             7.5             7.8             8.4   3.03204427617   3.00472562077   3.03192680504   3.14173948397             0.9            0.65             0.9             1.0           104.0
           4223    8.1817441071   8.04078464173   8.32664352009   3.39735562187   3.27837636959   3.54346896734   1.51922717179   1.22104469812   1.82741623303             8.0             7.2             7.9             8.1   3.11490168143    2.9778075273   3.05677361952   3.18685301477             1.4            1.35             1.5            1.65           100.0
           4224   8.10589547583     7.937804719   8.30311146329   2.44666391641   2.29747354505   2.59120993195  0.301570894598 0.0399547413546  0.585731976509             8.8             7.9             8.7             8.8   2.89985705642   2.78358770079   2.89971361269   3.00371837695             0.0            0.05             0.3            0.85            55.0
           4225   7.93235956336   7.74763646538   8.16412336863   2.41777025256   2.26509634235   2.56098587776  0.526059986238  0.223290818867  0.814633922383             8.1             7.3             7.9             8.1   2.71560871279   2.56459409571   2.64889310398   2.71296850549            1.05            0.95            1.15             1.3            40.0
           4226   7.74607555089   7.41552769296   7.94440699039   3.21626393071   2.97697942487   3.36927885573 0.0351571128594             0.0  0.109719549137             6.7             6.7             7.0             7.3   2.70953267137   2.69937708683    2.7189307508    2.7330155847             0.8             0.7            0.75            0.85           388.0
           4228             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             7.6             7.1             7.5             8.0   2.84204240366   2.74428762512   2.81431935911   2.85897563509             1.5             1.3             1.5            1.65           105.0
            423   8.60640158187   8.55558805417   8.65926156809   3.45393221051   3.39747116504    3.5129471531 0.0320577300463             0.0 0.0997034055362             8.4             8.4             8.4             8.4   3.68405847071   3.64823867665   3.67076506006   3.70525134176            0.55             0.5            0.55             0.6           431.0
           4233             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             7.0             6.9             7.2             7.7    2.8117642704   2.78431727573   2.81208856634   2.83515005121             1.1            0.95            1.05            1.15           207.0
           4237     7.042346871   6.42551561994   7.59936206699   3.02371271391   2.79390331588   3.24840430196   2.34218849568   1.91057259571   2.79511540071             8.4             8.4             8.4             8.5   2.96552434787   2.88022013261   2.92301881691   2.97714258164             0.6            0.35             0.5             0.6           109.0
           4238             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             6.6             6.7             7.3             8.0   2.48669218347   2.43091859799   2.51400043728   2.58028627856             0.6            0.45             0.6            0.75            86.0
           4242   8.42870810464   7.92641615828   9.10779139449   2.12041989452   2.00025383121   2.15492094355  0.448098436459  0.157596452966  0.794546191682             9.1             8.1             8.8             9.1   3.79963379038   3.23770018543     3.577564178    3.7603879778             0.5            0.55             1.3            2.05           167.0
           4245    7.9584894816   7.61616795342   8.34588488465    3.0286486836    2.8441490904   3.21026478158   0.99225798411  0.399814603036   1.65148537621             8.8             8.7             8.8             8.8   3.31631382959   3.18312653963   3.27017680849   3.33440054324             0.5  0.283650497739            0.45            0.65           139.0
           4246   7.34955178583   6.63686542365   7.93906332102   2.49218182378    2.3262681727   2.65968375225  0.520779802427  0.145642094066  0.892374674785             7.9             7.1             7.6             7.9   2.83026853751   2.74239602831    2.8048746316   2.86349075804             0.8            0.75             0.9             1.1           110.0
           4247   9.19955896348   8.70700606937   9.65687635765   3.03246455727    2.7779599169   3.31168282803  0.399168813549 0.0632994230685  0.757242019895             9.1             9.0             9.1             9.2   3.00952466396   2.77452016405    3.0125447253   3.13694381962             0.1             0.0             0.1             0.4            45.0
           4248   6.28209038251   6.11964690716   6.44146373778   2.44298388863   2.19848332358   2.67602947887  0.731961777767  0.640002965429  0.799765650851             7.4             6.9             7.3             7.6   2.82467641157   2.77662963919   2.81010187394   2.88415230283            0.55             0.5             0.6            0.75           141.0
           4249   7.89525553143   7.81141420089   7.97975587464   2.98080183536    2.9122398089   3.04660510969   1.55279337007   1.45165883489    1.6560830784             8.1             8.1             8.1             8.2    2.9904279051   2.94458704711   2.99045695391     3.017687387            1.25             1.2            1.25             1.3            35.0
           4250             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             6.8             6.7             7.0             7.3   2.45396871749   2.42652507824   2.44763254242   2.47088347727            0.85             0.7             0.8            0.85           114.0
           4252   6.94914170573   6.30566826213   7.54175237814   2.46090956421   2.22791591383   2.68793642834  0.143090103959             0.0   0.29643329701             7.2             6.8             7.1             7.4    2.6478820562   2.62237194605   2.64386171932   2.66719559141             0.5            0.45            0.55             0.6            75.0
           4254   7.98540298217   7.68397906442   8.32494980707   2.44508443444   2.26996468288   2.62147530217  0.425072085593 0.0657004788825  0.816377196527             8.5             8.4             8.5             8.6   3.30222983381   3.22570471231   3.28230990867   3.32046202296             0.7             0.6             0.7             0.8            98.0
           4255     7.655542887   7.56665811225    7.6383079385   2.61062298773   2.51701888361   2.58936785338 0.00719177192944             0.0 0.0748324823497             7.3             7.3             7.5             7.6   2.90666121427   2.86193994141   2.88332115451   2.90214881802             1.3            1.15            1.25             1.3           172.0
           4256   9.22349218287   9.11110331925   9.34070219468   3.07684612358   2.96292776707   3.20465096306 0.0681376565144             0.0  0.172752808099             8.1             7.7             8.0             8.3   3.21757855322   2.94604094422   3.11844450806   3.29338963046             1.9             1.6             1.9             2.1            87.0
           4259   7.11752693497   6.34290578198   7.83548970927   2.24816521492   2.07482065546   2.42297633353  0.237930450454 0.0222214792942  0.475142766009             8.2             8.0             8.2             8.3   2.77117897757   2.71860337273   2.74842351434   2.77268937923            0.75            0.65            0.75             0.8            43.0
            426   8.07865334469   8.00909262811   8.14764979034   2.54052396057   2.41660557868   2.68046825318 0.0322076911701             0.0  0.100976444637             8.8             8.8             8.8             8.8   3.47393063625   3.47081804695   3.49328420034   3.50458900095            0.35             0.3             0.4            0.45           130.0
           4261   8.39789060238   7.73635837596   9.28361845064   3.26194516442    3.1362420403   3.38173632083   1.12532538508             0.0   2.03617198696             8.2             7.5             8.0             8.3   2.76978010306   2.65378596185   2.73029464034   2.78651632912            0.55            0.45             0.6            0.75           104.0
           4265   8.12621827618   8.02314995444   8.27329683332    3.0296888874   2.81330153734   3.13771950891  0.937097326169  0.492415412503   1.16539764597             9.0             8.1             8.7             9.0   3.43593048433   3.24893101334   3.35998072666   3.43578090354            0.15             0.2             1.0            1.55           137.0
           4270    7.6324687796   7.57181066618   7.68569516213   3.49433733361   3.45375194379   3.54014053595  0.104716576353 0.0135823863424  0.190701263085             6.9             6.8             6.9             7.0   3.25332918647   3.24178802147    3.2558216666   3.26844765411             1.0             1.0             1.0            1.05           840.0
           4271   7.91370279675   7.78368516512    8.0152743784    2.6518391242   2.45721978782   2.80682609655  0.539478817677  0.250288553618  0.806095534832             8.1             7.9             8.0             8.1   2.93590331453   2.76353347733   2.89038465647   2.94441298491            1.05             1.0             1.1             1.2           112.0
           4273   7.11078880672   6.51600927402   7.70147716593    3.0255091889   2.83561269755   3.20766013135   2.00626283328   1.55727984248     2.426270943             9.0             8.9             9.0             9.0   3.65441081656   3.54473404195   3.62239246488   3.66978342835            0.45             0.4            0.55            0.75           206.0
           4275             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             6.9             6.8             7.1             7.9   2.68565439868   2.66947278385   2.69528451331   2.73784338218             0.9             0.7            0.85            0.95           114.0
           4277   8.70413901575   8.43950798853   8.92953175484   2.82917588577   2.61147136523   3.04135559149  0.827691212864  0.336353216701   1.28741945794             7.8             7.2             8.2             9.5   3.03963473023             0.0             0.0   2.84533736766             2.6            0.45             1.7            2.65            72.0
           4278   7.47920562745   6.71730069645   8.08966956485   2.25363693356   2.10878146834   2.37994948907  0.130705610395             0.0  0.284422850038             8.4             8.2             8.4             8.4   2.60936576993   2.55708434601   2.60489516803   2.62437395882            0.15            0.15            0.25            0.45            71.0
           4279   7.90061371772    7.8281809134   7.94659940686   2.68807213809   2.53944295874   2.81229223221  0.694795793952  0.541856345299  0.844950286067             7.0             6.8             7.2             7.7   2.30006212864   2.28122230968   2.30711004087   2.34830055966             0.7             0.6             0.7             0.8            84.0
            428   9.24945238697   9.15971625688   9.34410041983   3.20291971495   3.07865600533   3.31740101704 0.0648535889114             0.0  0.165192417168             8.7             8.7             8.7             8.8   3.15701445171   3.12982325584   3.15702491336    3.1872486853            0.35             0.1             0.3             0.4            79.0
           4280    6.8093140507   6.26790567838   7.30991410909   2.47746699026   2.29428671318   2.65249849324  0.808869768705  0.571442339265   1.04347258692             6.9             6.8             7.1             7.5   2.66659406103   2.66081427502   2.69049723243   2.72472057221             0.8             0.7             0.8             0.9           103.0
           4283   7.59528308261   7.38208103375   7.78960515016   2.68392157284   2.54093135319   2.81572812911  0.297810797543  0.069429999561  0.533706253492             7.3             7.1             7.3             7.3   2.97278471323   2.95710101297   2.96892960596   2.98365806524            1.25            1.25            1.25             1.3           114.0
           4285   9.37621805297   9.00494680236   9.78213737865   3.22918498371    3.0422077119   3.44515664691  0.351884976868 0.0437238281169  0.683412321843             9.2             9.0             9.1             9.2   3.33240167221   2.91221798478   3.15836194974   3.40061871453             0.1             0.1            0.25            0.45            40.0
           4286   8.48376160871   8.35977677627    8.6099760334   2.41797176668   2.26724442951    2.5531533451  0.208598797286 0.0096187834917  0.427520305579             8.5             7.9             8.3             8.5   3.23344755536   3.01242524194   3.12142786602   3.22131708624            1.15            1.05             1.3            1.55            96.0
           4287   7.29805882754    6.8770084767   7.72086380104   3.11485324212   3.01519315571   3.23482646761   1.18628206009  0.845225988495   1.52469121286             7.4             7.0             7.3             7.5   2.74957084918    2.6906785129    2.7338256054   2.75600035499             1.1             1.0             1.1             1.2           168.0
            429   8.24117503707   8.15980092027   8.32504147595   3.95322979569   3.88303786807   4.03097881067   1.05023045204  0.887036059951   1.23246893777             8.5             8.5             8.5             8.6   3.93338514356    3.8907136123   3.91718284747   3.93344528495             0.8            0.55            0.75             0.8           341.0
           4292   8.75829503439     8.225405433   9.13579815841   3.18109114602   3.01294561063   3.36107373871  0.702177362311 0.0821049762993   1.63755720043             8.2             8.2             8.2             8.3    3.0480227206   2.85474091634   3.02099691006   3.07766903569            1.25            0.85            1.15             1.3            96.0
           4293             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             9.1             9.1             9.1             9.3   3.61253924345   3.62149908703   3.83493725395   4.05254041992             0.2             0.1             0.2             0.4           235.0
           4294    9.1166928892   8.86909263501   9.39924776703   3.11469432194   2.97349236704   3.26741809043  0.327095185295  0.033640034322  0.612624643366             8.9             8.8             8.9             9.0   3.27887095143   3.24191915624   3.29477292768   3.31655788822             0.1             0.0            0.15            0.45            81.0
           4295             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             8.3             7.5             8.2             8.3   2.77145894026   2.60962001269   2.73118506463     2.776081767            0.55            0.55            0.65            0.85           116.0
           4296   7.90871761302   7.61200193298   8.21587683644   2.94194795947   2.80934242279   3.06941045601   1.10789524189  0.703368035569   1.51149242939             8.5             7.9             8.4             8.6   2.85471845967   2.71784593211   2.80324948253   2.87576757134            0.25            0.15             0.3             0.5           130.0
           4298   7.86828572771   7.74924372978   7.97347870929   2.07639039504             2.0   2.14518913219  0.171048354022             0.0  0.360687669867             7.8             7.4             8.7             9.6   3.22294590655             0.0   2.10304805107   3.42284176606             3.0             0.2             1.3             2.6            61.0
           4299             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             7.6             7.2             7.6             7.9    2.8585730937   2.80426452207   2.85554553129    2.8992127205             0.8             0.7            0.85            0.95           109.0
           4300             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             7.1             6.7             7.1             7.3   2.81366663551   2.76702576901   2.80214641708   2.83742486463            1.25            1.15            1.25            1.45           133.0
           4303   8.58191205447   8.54096515407   8.62877529405   3.45352520245   3.40326007451   3.50413162833 0.00681938011479             0.0 0.0747320191151             7.6             7.5             7.8             8.5   3.00939122485   2.89602776526    2.9834545724   3.05762494466             1.3             0.6             1.0            1.35           137.0
           4305    8.1385807415   7.79330873617    8.3232881334   2.96615731665   2.77680754229   3.31540988765  0.545332492541 0.0507748885577   1.44914278147             8.2             8.2             8.2             8.3   2.93987048927   2.82738752442   2.90717661327   2.94185294459             0.7            0.25            0.55            0.65           136.0
           4306             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             8.1             7.3             7.7             8.0   2.87099841814   2.83390929716   2.87419107006   2.90665342458            0.25            0.35            0.55            0.65           103.0
           4307            7.55         7.51587         7.58413   3.07792701098   3.03594891472   3.12158664776             0.0             0.0         0.06826             6.9             6.8             7.3             7.8   2.75998654741   2.66454540025    2.7357118567   2.75442031811             0.8            0.45             0.6             0.7           162.0
           4308             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             7.0             6.8             7.0             7.2    2.5678867993   2.53458573329   2.55938248096   2.57216530423            0.85            0.75            0.85            0.95           125.0
           4309   8.87274196277    7.9938492353   9.46583167947   3.45198487596   3.27115668218   3.63400257811  0.885755946208    0.0984449442   2.07685791283             8.9             8.8             8.9             8.9   3.27431707283   3.23176864666   3.27435004829   3.31220267481            0.25             0.2  0.306985500979            0.55            97.0
            431   6.96969473921   6.68113045004   7.20889165462   3.68660754906   3.12087212854    4.0198492242  0.639485327446  0.542682773353  0.735636908562             7.1             7.0             7.1             7.1   3.31275249101   3.30091098187   3.31256563582   3.31719595386            0.45            0.45            0.45             0.5           517.0
           4314   8.95367926403   8.08150865355   9.53885093921   3.47218923457   3.30819032568   3.64399340745  0.954538032687  0.173659096198   2.17656631746             7.9             7.4             7.8             8.3   3.03720474006   2.64497905735   2.92181061616   3.07105878475             2.0            1.35             2.0             2.4            94.0
           4315   7.83923471144   7.80572054457   7.88221544089    2.1985235877   2.10489478427   2.24740579022   1.20615313477   1.07388270221    1.2853913226             8.7             8.6             8.7             8.7   3.70194848323   3.62227992054   3.70160935368   3.73611604776            1.15             1.1            1.25            1.45           144.0
           4319   7.76204237045   7.71322923631   7.81258796633   2.34107651122   2.27195712285   2.41392073073 0.0941442797539 0.0191757598672  0.169993491468             9.8             9.4             9.6             9.8   4.82730806484   4.50143020626   4.65604654552   4.83836812721            0.05             0.1            0.25            0.45           239.0
            432   8.47431288657   8.00853868934   9.24145844347   3.34434290386   3.14591361851   3.55116894569  0.961359191625 0.0825309321184   1.67392838414             9.1             8.8             9.1             9.1   3.45925560693   3.13712002382   3.40912817493   3.49808554168             0.1            0.05            0.15             0.6            97.0
           4320   10.2178513463   10.1746822156           10.25   3.33519215735   3.26598488848   3.41940856759 0.0444137374922             0.0  0.128535624804             8.6             8.5             8.6             8.7   2.81497930181   2.75334350137   2.81644106068   2.85494884449            0.55            0.35             0.5            0.75            54.0
           4321             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             7.0             6.8             7.1             7.5   2.55175053524   2.53021880818   2.55595016383   2.57790147202             0.9             0.8             0.9            0.95            96.0
           4325             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             8.2             7.0             7.5             8.2   2.75270959853   2.52682608107   2.60670237462   2.70893189904             0.8             0.8            0.95             1.1           124.0
           4327   9.80309064498   9.60836536705   10.2255949292   3.54691594685   3.34583315496   3.82766154828  0.322702581867 0.0877514897106  0.462120734131             7.7             7.0             7.6             8.1   2.48329028529   2.39603005903   2.45948395163   2.55230251989             0.7            0.55            0.75            0.95            94.0
            433   7.11768131688   6.94404352967   7.33978269738   2.94132611118   2.80632992339    3.0996356572  0.816900625913  0.653122077476  0.971837576661             8.4             7.5             8.4             8.5    3.1186330008   2.99779630426   3.09363459797   3.12134465007             0.3            0.15             0.3            0.65           141.0
           4330             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             7.6             7.3             7.6             8.5   3.22424236107   2.63710109759   3.04116348052   3.22587797463            2.45             0.4             2.4            2.55           104.0
           4331   7.61431858907   7.44273801174   7.79643032073   4.02155048977   3.95935385042   4.17970804615   2.01806139418   1.80090780359   2.28301472509             7.3             7.0             7.3             7.4   3.26255853217   3.24809809454   3.27652937227   3.30907919471            1.95             1.9            2.05            2.15           110.0
           4334   7.87096013264   7.79051769646   7.93076411885   3.23079706488   3.10682555796   3.34297557295   1.16509468172  0.986698522377   1.34529646101             8.3             8.2             8.3             8.3   3.10499523624   3.07215990269   3.10676086411   3.14520254624            0.85            0.85            0.95             1.0           135.0
           4335   9.07520073357   8.51627072452   9.91099335276   3.28735405641   3.02144126572   3.58169036119   1.06094708258  0.315427032686   1.73460698389             9.5             7.2             8.5             9.7   3.85915978893             0.0             0.0   3.58869397653            0.25             0.3            1.35   2.47406125128           131.0
           4339   7.60619018214   6.98490698219   8.17367680535   2.71732688731   2.51206261603    2.9191052251  0.883166752537  0.302291194882   1.42640733799             8.0             7.1             7.7             8.0   2.72282743346   2.54049802665   2.63173893483   2.72244756076             0.7            0.65             0.8            0.95           104.0
           4340   6.78863747419    6.3004424784   7.20678396799   2.73673726057   2.48800005385   2.95353967555  0.302324487779  0.109555414077  0.483274213353             7.0             6.8             7.1             7.2   2.89231217659   2.88043367411    2.8923647904   2.90842117705             0.7            0.65             0.7            0.75           370.0
           4343   8.91022246912   8.41847257105   9.30798976484   3.10395676331   2.96218847336    3.2692272469  0.551245136365  0.110463488972   1.07425410935             8.2             7.7             8.0             8.2   2.90604537709   2.69892283212   2.83905120786   2.90613634553            1.15             1.1            1.25            1.45            52.0
           4346             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             6.6             6.6             6.8             7.1   2.93296751992   2.89010804324   2.92414565977   2.96988424201             1.9             1.7            1.85             1.9           111.0
           4347   7.85849512471   7.67624921232   8.02913445004   3.55424626418   3.40870806418   3.70565853718   1.43689514282   1.15495327816   1.76495344282             9.8             7.7             8.7             9.5   4.53701050639   2.27176210882   2.77386410353   2.90079287389             0.0            0.05             0.6             1.3           247.0
           4348             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             7.5             7.1             7.4             7.6   2.76944529665   2.67258550734   2.72864819008    2.7748632715             0.8            0.45            0.75             0.9           310.0
            435            7.85         7.81587         7.88413   2.25021769985   2.21590462434   2.28431355047             0.0             0.0         0.06826             7.7             7.5             7.7             7.8    2.7533293182   2.73562851223   2.75480677878   2.77229122602             0.5            0.45            0.55             0.6            80.0
           4351             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             8.8             7.0             8.5             9.0   3.55072020901             0.0   2.61857807154   3.50473787453             0.9            0.65             1.2            1.95           148.0
           4352   8.17517992185   8.00432750425   8.26294780184   2.21524460842   2.07441809835   2.31147683964  0.158796583213 0.00419845241513  0.331506685015             8.1             7.0             7.6             8.4   2.36555723965   2.15366526877   2.28114631829   2.38263777428            0.75             0.7            1.05             1.4            70.0
           4355   7.91854280686   7.76585916233   8.06477062219   2.99897810155   2.90791592272   3.09119760315   0.25501730105 0.0304664428794  0.486488691976             8.0             7.0             7.5             8.0   2.59216344824   2.48010758883   2.51959099645   2.56413650729             0.4            0.45             0.6             0.7           194.0
            436   8.88056859375   8.40767377822   9.20667482893   3.42875533356    3.3201479461   3.54520165846  0.445532913896 0.0508542352825  0.983369872858             8.9             8.9             8.9             8.9   3.60652092168    3.5762206219    3.6058778921   3.63109491522            0.15             0.1            0.15            0.25           172.0
           4362             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             0.0             6.9             6.8             7.0             7.3   2.80721067381   2.73364480775   2.77681760954     2.814072778             1.5            1.25            1.45            1.55           180.0
           4365   7.91901803822   7.51326737706   8.28471043689   3.06139270934   2.88318089006   3.25349911254  0.756721894173  0.162024175563   1.42365920945             8.4             7.4             8.4             8.5   3.11279974653   2.87058081979   3.02337049342   3.11716185988             0.6            0.45             0.6             0.9           257.0
           4366   8.82273604804   8.73077069651    8.9149234831   2.98659796512   2.90175929864   3.07795791791  0.171395674423 0.0135585969173  0.337236675798             8.1             7.6             8.1             8.2    3.0671476802   2.93659471746   3.04127684582   3.09513719667            1.35            1.25            1.35            1.55           127.0
           4369   7.74512405592   6.69872583511   8.82508908473   2.67137692688    2.2910980116   3.02336231646   1.56364201152  0.433443181785   2.57470300336             8.9             8.8             8.9             9.0    3.3222621808   3.23303181181   3.31505878451   3.37398443203             0.7            0.45            0.65            0.85            59.0
            437    9.5032171734    9.2740339976   9.76700926167   3.91247951023    3.8044673523   4.02559212942  0.436968055869  0.143993858658  0.719820512772             8.0             7.8             8.0             8.0   3.54514705018   3.52103383836   3.55922991287   3.59533789658             2.3             2.3             2.4            2.55           135.0
           4370    8.8972856808    8.8255872879   8.96630203068   3.07909261661   3.00516400808   3.14902165056 0.0733234985641             0.0  0.182162156302             8.1             7.1             7.9             8.7   2.93447149179   1.75209812605   2.74729100956   2.93820079717             1.2             1.0             1.5             2.0           102.0
           4373   7.77467835161   7.59490635907    7.9174139166   3.67534429068   3.49745153379   3.83156872696   2.46719143536   2.16767965643   2.81282818849             8.7             7.2             8.1             8.6   2.75440508993   2.41360613702   2.50111110492   2.71330952909            0.15             0.3             0.6             0.8            73.0
           4374    8.5842495887    8.4082025448   8.75070297582   3.11152570447   2.97813976829   3.23195772202  0.757499123831  0.416022616246   1.07596003914             8.8             8.7             8.8             8.8   3.26530243647    3.1342256087   3.24557712417   3.28860711316            0.35             0.3             0.5            0.75           134.0
           4377   8.05707903319   7.82810923128     8.067823395   2.81847812762   2.52091498227   3.08073671215   1.70528461233   1.21275559028   2.27163550228             9.1             9.0             9.1             9.1    3.2814878436   3.13722158687   3.27557811595   3.32686484589             0.4             0.4             0.5             0.6            36.0
           4385   8.02398820535   7.82536736009   8.22134880316   3.02519378271   2.90400937486   3.14150333413  0.526750462886  0.214449533891  0.844168435327             7.7             6.9             7.4             7.7   2.63957973003   2.52686815045   2.57829850322   2.62281575408             0.7            0.55            0.75            0.85           268.0
           4387   7.68340275056   7.02765131981   8.16777090386   2.11347081345   2.01773080715    2.2129245174  0.168180320318 0.0045429838738  0.350291152344             8.6             7.6             8.3             8.7   2.61657069251   2.34040197076   2.51579554495    2.6177423033             0.5             0.4             0.8             1.1            35.0
            439   7.62648190976    7.4400762473   7.82509927076   3.13246480343   3.05781441126   3.21034379189  0.591719376246  0.395803568806  0.792003341223             7.6             7.4             7.6             8.0   3.07610588006   3.04690548704    3.0698207248   3.11096243593            0.65            0.45            0.65             0.7           163.0
